File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample Age	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF002BBY	fastq	reads	ENCSR756ZKG	ChIP-seq	EFO:0006710	OCI-LY3	immortalized cell line	adult	male	52 year	Homo sapiens					CTCF-human	ENCAB000AXX	DNA		see document	see document		False	2014-07-11	ENCODE				1	1	36		single-ended				1446956984	Bradley Bernstein, Broad	e3f832ad2d5a414309a9ad075a0d8987		https://www.encodeproject.org/files/ENCFF002BBY/@@download/ENCFF002BBY.fastq.gz		HiSeq 2500	/files/ENCFF093MCZ/	released	low read depth, antibody characterized with exemption, low read length	mismatched file status, NTR biosample, missing unfiltered alignments, experiment not submitted to GEO		
ENCFF000PTU	fastq	reads	ENCSR000BTK	ChIP-seq	EFO:0002793	HL-60	immortalized cell line	adult	female	36 year	Homo sapiens					GABPA-human	ENCAB000AGR	DNA		see document	see document		False	2012-09-10	ENCODE				2	1	50		single-ended				1174433643	Richard Myers, HAIB	47711bc89f922d59bbcd752beee2d22a		https://www.encodeproject.org/files/ENCFF000PTU/@@download/ENCFF000PTU.fastq.gz		HiSeq 2000	/files/ENCFF000PVC/	released	low read depth	biological replicates with identical biosample		
ENCFF000PTV	fastq	reads	ENCSR000BTK	ChIP-seq	EFO:0002793	HL-60	immortalized cell line	adult	female	36 year	Homo sapiens					GABPA-human	ENCAB000AGR	DNA		see document	see document		False	2012-09-10	ENCODE				1	1	50		single-ended				1349046004	Richard Myers, HAIB	12d570aa1b27e2c50660fb0f7db48c1c		https://www.encodeproject.org/files/ENCFF000PTV/@@download/ENCFF000PTV.fastq.gz		HiSeq 2000	/files/ENCFF000PVC/	released	low read depth	biological replicates with identical biosample		
ENCFF000YPL	fastq	reads	ENCSR000EZT	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens	interferon gamma				JUN-human	ENCAB000AER	DNA		see document	see document		False	2011-10-29	ENCODE				1	1	27		single-ended				533218447	Sherman Weissman, Yale	74b7d26cc18e392b830f5da46be6156a		https://www.encodeproject.org/files/ENCFF000YPL/@@download/ENCFF000YPL.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000YPM/	released	mixed read lengths, mild to moderate bottlenecking, inconsistent control read length	biological replicates with identical biosample	insufficient read length, control low read depth, insufficient read depth	
ENCFF000YPN	fastq	reads	ENCSR000EZT	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens	interferon gamma				JUN-human	ENCAB000AER	DNA		see document	see document		False	2011-10-29	ENCODE				2	1	34		single-ended				726579785	Sherman Weissman, Yale	093e3c61fabba5398cb2fdc9297dc1ee		https://www.encodeproject.org/files/ENCFF000YPN/@@download/ENCFF000YPN.fastq.gz		Illumina Genome Analyzer	/files/ENCFF000YPM/	released	mixed read lengths, mild to moderate bottlenecking	biological replicates with identical biosample	insufficient read length, control low read depth, insufficient read depth	
ENCFF001HGI	fastq	reads	ENCSR000DRP	ChIP-seq	EFO:0001160	GM12873	immortalized cell line	unknown	female	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				1	1	36		single-ended				577604967	John Stamatoyannopoulos, UW	641c18ff74f6f39520b6b9c60d7c1822		https://www.encodeproject.org/files/ENCFF001HGI/@@download/ENCFF001HGI.fastq.gz		Illumina Genome Analyzer II	/files/ENCFF001HGV/	released	low read depth, moderate library complexity, control low read depth, mild to moderate bottlenecking, low read length	missing raw data in replicate	insufficient read depth	
ENCFF001HGJ	fastq	reads	ENCSR000DRP	ChIP-seq	EFO:0001160	GM12873	immortalized cell line	unknown	female	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				2	1	36		single-ended				701434008	John Stamatoyannopoulos, UW	c85fd66fafe3da9b11bc2437941643f2		https://www.encodeproject.org/files/ENCFF001HGJ/@@download/ENCFF001HGJ.fastq.gz		Illumina Genome Analyzer II	/files/ENCFF001HGV/	archived	low read depth, moderate library complexity, control low read depth, mild to moderate bottlenecking, low read length	missing raw data in replicate	insufficient read depth	
ENCFF001HGK	fastq	reads	ENCSR000DRP	ChIP-seq	EFO:0001160	GM12873	immortalized cell line	unknown	female	unknown	Homo sapiens					CTCF-human	ENCAB000AFP	DNA		see document	see document		False	2012-01-17	ENCODE				3	1	36		single-ended				993869748	John Stamatoyannopoulos, UW	743a465ba36f1ee54da937839b561afa		https://www.encodeproject.org/files/ENCFF001HGK/@@download/ENCFF001HGK.fastq.gz		Illumina Genome Analyzer II	/files/ENCFF001HGV/	released	low read depth, moderate library complexity, control low read depth, mild to moderate bottlenecking, low read length	missing raw data in replicate	insufficient read depth	
ENCFF002EEG	fastq	reads	ENCSR157CAU	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	15 year	Homo sapiens					ZKSCAN1-human	ENCAB000AMP	DNA					False	2014-07-07	ENCODE				1	1	36		single-ended				1188196599	Michael Snyder, Stanford	b35b53142ba83439bcfa8a9ce4fef9a9	SRA:SRR5111185	https://www.encodeproject.org/files/ENCFF002EEG/@@download/ENCFF002EEG.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF002ECU/	released	borderline replicate concordance, low read length	missing unfiltered alignments		
ENCFF002EEH	fastq	reads	ENCSR157CAU	ChIP-seq	EFO:0001187	HepG2	immortalized cell line	child	male	15 year	Homo sapiens					ZKSCAN1-human	ENCAB000AMP	DNA					False	2014-07-07	ENCODE				3	1	36		single-ended				1012786568	Michael Snyder, Stanford	02b8b1967443489db18c2fab3069395e	SRA:SRR5111186	https://www.encodeproject.org/files/ENCFF002EEH/@@download/ENCFF002EEH.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF002ECQ/	released	borderline replicate concordance, low read length	missing unfiltered alignments		
ENCFF002EEX	fastq	reads	ENCSR782WRO	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					BMI1-human	ENCAB000BDV	DNA					False	2014-07-07	ENCODE				2	1	36		single-ended				828314629	Michael Snyder, Stanford	a33ad8d74eb56a7c8a236ed9f9ee6cb4	SRA:SRR5112109	https://www.encodeproject.org/files/ENCFF002EEX/@@download/ENCFF002EEX.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF002ECS/	released	borderline replicate concordance, low read length	missing unfiltered alignments		
ENCFF002EEY	fastq	reads	ENCSR782WRO	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					BMI1-human	ENCAB000BDV	DNA					False	2014-07-07	ENCODE				1	1	36		single-ended				933764346	Michael Snyder, Stanford	87c252b7796d3dc8da76873a863b89e8	SRA:SRR5112108	https://www.encodeproject.org/files/ENCFF002EEY/@@download/ENCFF002EEY.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF002ECW/	released	borderline replicate concordance, low read length	missing unfiltered alignments		
ENCFF308HCL	fastq	reads	ENCSR220YXI	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					PRPF4-human	ENCAB624FBH	DNA			SDS	formaldehyde	False	2017-03-07	ENCODE				1	1	40		single-ended				2873030941	Xiang-Dong Fu, UCSD	0fa02e2b6fb5d111c15e164ee3c80beb		https://www.encodeproject.org/files/ENCFF308HCL/@@download/ENCFF308HCL.fastq.gz		HiSeq 2000	/files/ENCFF317LUD/	released	low read depth, mild to moderate bottlenecking, low read length	experiment not submitted to GEO	poor library complexity, insufficient read depth, severe bottlenecking	
ENCFF486FVK	fastq	reads	ENCSR220YXI	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					PRPF4-human	ENCAB624FBH	DNA			SDS	formaldehyde	False	2017-03-07	ENCODE				2	1	40		single-ended				2611117964	Xiang-Dong Fu, UCSD	c19c8e633ee18a4e8b6d4ec0be792076		https://www.encodeproject.org/files/ENCFF486FVK/@@download/ENCFF486FVK.fastq.gz		HiSeq 2000	/files/ENCFF338QTL/	released	low read depth, mild to moderate bottlenecking, low read length	experiment not submitted to GEO	poor library complexity, insufficient read depth, severe bottlenecking	
ENCFF466RJA	fastq	reads	ENCSR596IKD	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					eGFP-ETS2-human	ENCAB728YTO	DNA					False	2016-08-24	ENCODE				1	1	100		paired-ended	1	ENCFF548XLM		4274091097	Michael Snyder, Stanford	ece3d3ec1d25e7a5cd146280d6abaea0		https://www.encodeproject.org/files/ENCFF466RJA/@@download/ENCFF466RJA.fastq.gz		HiSeq 2000	/files/ENCFF258YTR/, /files/ENCFF910GLH/	released	moderate library complexity, mild to moderate bottlenecking	missing mapped reads lengths, missing unfiltered alignments, experiment not submitted to GEO	poor library complexity, severe bottlenecking	
ENCFF548XLM	fastq	reads	ENCSR596IKD	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					eGFP-ETS2-human	ENCAB728YTO	DNA					False	2016-08-24	ENCODE				1	1	100		paired-ended	2	ENCFF466RJA		4257110483	Michael Snyder, Stanford	388aa52aa16240f79bdb9ace570ffcfd		https://www.encodeproject.org/files/ENCFF548XLM/@@download/ENCFF548XLM.fastq.gz		HiSeq 2000	/files/ENCFF258YTR/, /files/ENCFF910GLH/	released	moderate library complexity, mild to moderate bottlenecking	missing mapped reads lengths, missing unfiltered alignments, experiment not submitted to GEO	poor library complexity, severe bottlenecking	
ENCFF947BPK	fastq	reads	ENCSR596IKD	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					eGFP-ETS2-human	ENCAB728YTO	DNA					False	2016-08-24	ENCODE				2	1	100		paired-ended	1	ENCFF817VCN		4041966766	Michael Snyder, Stanford	d5d00124352ad776527e90769ee2b7e4		https://www.encodeproject.org/files/ENCFF947BPK/@@download/ENCFF947BPK.fastq.gz		HiSeq 2000	/files/ENCFF258YTR/, /files/ENCFF910GLH/	released	moderate library complexity, mild to moderate bottlenecking	missing mapped reads lengths, missing unfiltered alignments, experiment not submitted to GEO	poor library complexity, severe bottlenecking	
ENCFF817VCN	fastq	reads	ENCSR596IKD	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					eGFP-ETS2-human	ENCAB728YTO	DNA					False	2016-08-24	ENCODE				2	1	100		paired-ended	2	ENCFF947BPK		4015270451	Michael Snyder, Stanford	299bf1684ee87ae36ef2504aad7eca21		https://www.encodeproject.org/files/ENCFF817VCN/@@download/ENCFF817VCN.fastq.gz		HiSeq 2000	/files/ENCFF258YTR/, /files/ENCFF910GLH/	released	moderate library complexity, mild to moderate bottlenecking	missing mapped reads lengths, missing unfiltered alignments, experiment not submitted to GEO	poor library complexity, severe bottlenecking	
ENCFF793URQ	fastq	reads	ENCSR263DFP	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					eGFP-PBX2-human	ENCAB728YTO	DNA					False	2016-08-24	ENCODE				2	1	100		paired-ended	2	ENCFF176RUD		1763530336	Michael Snyder, Stanford	534d49bbde0c3cabcf67bef894df81f6	SRA:SRR5111350	https://www.encodeproject.org/files/ENCFF793URQ/@@download/ENCFF793URQ.fastq.gz		HiSeq 2000	/files/ENCFF417ORB/, /files/ENCFF839JCV/	released	low read depth, moderate library complexity, mild to moderate bottlenecking	missing mapped reads lengths, missing unfiltered alignments		
ENCFF176RUD	fastq	reads	ENCSR263DFP	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					eGFP-PBX2-human	ENCAB728YTO	DNA					False	2016-08-24	ENCODE				2	1	100		paired-ended	1	ENCFF793URQ		1727929446	Michael Snyder, Stanford	ffab989c20d7825f8c88ad33e4e127c0	SRA:SRR5111350	https://www.encodeproject.org/files/ENCFF176RUD/@@download/ENCFF176RUD.fastq.gz		HiSeq 2000	/files/ENCFF417ORB/, /files/ENCFF839JCV/	released	low read depth, moderate library complexity, mild to moderate bottlenecking	missing mapped reads lengths, missing unfiltered alignments		
ENCFF932THV	fastq	reads	ENCSR263DFP	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					eGFP-PBX2-human	ENCAB728YTO	DNA					False	2016-08-24	ENCODE				1	1	100		paired-ended	1	ENCFF410UIX		2370165590	Michael Snyder, Stanford	0c73d81fe92377f5a582612a18b775d2	SRA:SRR5111351	https://www.encodeproject.org/files/ENCFF932THV/@@download/ENCFF932THV.fastq.gz		HiSeq 2000	/files/ENCFF417ORB/, /files/ENCFF839JCV/	released	low read depth, moderate library complexity, mild to moderate bottlenecking	missing mapped reads lengths, missing unfiltered alignments		
ENCFF410UIX	fastq	reads	ENCSR263DFP	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					eGFP-PBX2-human	ENCAB728YTO	DNA					False	2016-08-24	ENCODE				1	1	100		paired-ended	2	ENCFF932THV		2431013071	Michael Snyder, Stanford	566e5dfcea248238755fe8289b734cee	SRA:SRR5111351	https://www.encodeproject.org/files/ENCFF410UIX/@@download/ENCFF410UIX.fastq.gz		HiSeq 2000	/files/ENCFF417ORB/, /files/ENCFF839JCV/	released	low read depth, moderate library complexity, mild to moderate bottlenecking	missing mapped reads lengths, missing unfiltered alignments		
ENCFF246FAV	fastq	reads	ENCSR479QAJ	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					U2AF2-human	ENCAB511TCT	DNA			SDS	formaldehyde	False	2017-02-27	ENCODE				1	1	40		single-ended				517346057	Xiang-Dong Fu, UCSD	100afcf3d421f5cd6a1bc999a400bdaa		https://www.encodeproject.org/files/ENCFF246FAV/@@download/ENCFF246FAV.fastq.gz		HiSeq 2000	/files/ENCFF025UQF/	released	low read depth, mild to moderate bottlenecking, borderline replicate concordance, low read length	experiment not submitted to GEO		
ENCFF266IUJ	fastq	reads	ENCSR479QAJ	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					U2AF2-human	ENCAB511TCT	DNA			SDS	formaldehyde	False	2017-02-27	ENCODE				2	1	40		single-ended				621641335	Xiang-Dong Fu, UCSD	ea1124efdd805cd279de2c824f516ff4		https://www.encodeproject.org/files/ENCFF266IUJ/@@download/ENCFF266IUJ.fastq.gz		HiSeq 2500	/files/ENCFF201ZVH/	released	low read depth, mild to moderate bottlenecking, borderline replicate concordance, low read length	experiment not submitted to GEO		
ENCFF000PYP	fastq	reads	ENCSR000BNK	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					CTCFL-human	ENCAB000AFS	DNA		see document	see document		False	2011-07-18	ENCODE				1	1	36		single-ended				588274246	Richard Myers, HAIB	ca3d789662155665e902f7500085029a		https://www.encodeproject.org/files/ENCFF000PYP/@@download/ENCFF000PYP.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000QEX/	released	moderate library complexity, control low read depth, mild to moderate bottlenecking, borderline replicate concordance, low read length	biological replicates with identical biosample	control low read depth, poor library complexity, insufficient read depth, severe bottlenecking	
ENCFF000PYR	fastq	reads	ENCSR000BNK	ChIP-seq	EFO:0002067	K562	immortalized cell line	adult	female	53 year	Homo sapiens					CTCFL-human	ENCAB000AFS	DNA		see document	see document		False	2011-07-18	ENCODE				2	1	36		single-ended				751818317	Richard Myers, HAIB	8d178e051fa0dfebc6472db97887526a		https://www.encodeproject.org/files/ENCFF000PYR/@@download/ENCFF000PYR.fastq.gz		Illumina Genome Analyzer IIx	/files/ENCFF000QEZ/	released	moderate library complexity, control low read depth, mild to moderate bottlenecking, borderline replicate concordance, low read length	biological replicates with identical biosample	control low read depth, poor library complexity, insufficient read depth, severe bottlenecking	
ENCFF019BTC	fastq	reads	ENCSR729GXE	ChIP-seq	UBERON:0002106	spleen	tissue	adult	male	37 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2017-03-14	ENCODE				1	1	100		paired-ended	2	ENCFF894LNI		2653501496	Michael Snyder, Stanford	afab3d940a8c6ac390e4b91a6525bbab		https://www.encodeproject.org/files/ENCFF019BTC/@@download/ENCFF019BTC.fastq.gz		HiSeq 4000	/files/ENCFF473QSO/	released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF894LNI	fastq	reads	ENCSR729GXE	ChIP-seq	UBERON:0002106	spleen	tissue	adult	male	37 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2017-03-14	ENCODE				1	1	100		paired-ended	1	ENCFF019BTC		2305266486	Michael Snyder, Stanford	269c1ed982526d75a4c38b8c55c4a64d		https://www.encodeproject.org/files/ENCFF894LNI/@@download/ENCFF894LNI.fastq.gz		HiSeq 4000	/files/ENCFF135ANM/	released	antibody characterized with exemption	experiment not submitted to GEO		
ENCFF073GNS	fastq	reads	ENCSR266XFE	ChIP-seq	UBERON:0002106	spleen	tissue	adult	male	54 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2017-03-14	ENCODE				1	1	100		paired-ended	1	ENCFF975DHQ		3557978967	Michael Snyder, Stanford	0cfe2176d3b9b6aada79ad5e5627f914		https://www.encodeproject.org/files/ENCFF073GNS/@@download/ENCFF073GNS.fastq.gz		HiSeq 4000	/files/ENCFF758XTS/	released	mild to moderate bottlenecking, antibody characterized with exemption	experiment not submitted to GEO		
ENCFF975DHQ	fastq	reads	ENCSR266XFE	ChIP-seq	UBERON:0002106	spleen	tissue	adult	male	54 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2017-03-14	ENCODE				1	1	100		paired-ended	2	ENCFF073GNS		4037086681	Michael Snyder, Stanford	f75901de0775d79711573efe4baba2ed		https://www.encodeproject.org/files/ENCFF975DHQ/@@download/ENCFF975DHQ.fastq.gz		HiSeq 4000	/files/ENCFF345SUH/	released	mild to moderate bottlenecking, antibody characterized with exemption	experiment not submitted to GEO		
ENCFF641KSE	fastq	reads	ENCSR543DUC	ChIP-seq	UBERON:0004264	lower leg skin	tissue	adult	female	51 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2017-03-20	ENCODE				1	1	100		paired-ended	1	ENCFF246RFD		2553916712	Michael Snyder, Stanford	2363c27aa2576bc10102ed6221357cd0		https://www.encodeproject.org/files/ENCFF641KSE/@@download/ENCFF641KSE.fastq.gz		HiSeq 4000	/files/ENCFF890NBB/	released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption	experiment not submitted to GEO		
ENCFF246RFD	fastq	reads	ENCSR543DUC	ChIP-seq	UBERON:0004264	lower leg skin	tissue	adult	female	51 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2017-03-20	ENCODE				1	1	100		paired-ended	2	ENCFF641KSE		2620870403	Michael Snyder, Stanford	a728f776d14f683a536769b36b63ddef		https://www.encodeproject.org/files/ENCFF246RFD/@@download/ENCFF246RFD.fastq.gz		HiSeq 4000	/files/ENCFF261WQL/	released	moderate library complexity, mild to moderate bottlenecking, antibody characterized with exemption	experiment not submitted to GEO		
ENCFF982FBQ	fastq	reads	ENCSR691CPM	ChIP-seq	UBERON:0002106	spleen	tissue	adult	female	51 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2017-03-14	ENCODE				1	1	100		paired-ended	1	ENCFF837IQA		3580696230	Michael Snyder, Stanford	99dee1fccf954e33010e19ca93993f9c		https://www.encodeproject.org/files/ENCFF982FBQ/@@download/ENCFF982FBQ.fastq.gz		HiSeq 4000	/files/ENCFF053VYX/	released	mild to moderate bottlenecking, antibody characterized with exemption	experiment not submitted to GEO		
ENCFF837IQA	fastq	reads	ENCSR691CPM	ChIP-seq	UBERON:0002106	spleen	tissue	adult	female	51 year	Homo sapiens					POLR2A-human	ENCAB871WRG	DNA					False	2017-03-14	ENCODE				1	1	100		paired-ended	2	ENCFF982FBQ		4015316169	Michael Snyder, Stanford	e8cd0f237dcca1a8b38ac6003fa7fc66		https://www.encodeproject.org/files/ENCFF837IQA/@@download/ENCFF837IQA.fastq.gz		HiSeq 4000	/files/ENCFF412PFB/	released	mild to moderate bottlenecking, antibody characterized with exemption	experiment not submitted to GEO		
ENCFF653BTH	fastq	reads	ENCSR592KSP	ChIP-seq	EFO:0001182	HEK293	immortalized cell line	embryonic	female	unknown	Homo sapiens					eGFP-ZFP64-human	ENCAB976SGG	DNA				formaldehyde	False	2016-10-07	ENCODE				2	1	101		paired-ended	1	ENCFF460GBK		2123392711	Michael Snyder, Stanford	2925c9462e6090a2215bd46ed518be6f	SRA:SRR5111821	https://www.encodeproject.org/files/ENCFF653BTH/@@download/ENCFF653BTH.fastq.gz		HiSeq 2000	/files/ENCFF050IAV/, /files/ENCFF055BVM/, /files/ENCFF069TUA/, /files/ENCFF153HYB/, /files/ENCFF259QKU/, /files/ENCFF342YBR/, /files/ENCFF354EZU/, /files/ENCFF370DYU/, /files/ENCFF427XVX/, /files/ENCFF458QHC/, /files/ENCFF534SCD/, /files/ENCFF547QSE/, /files/ENCFF612YLD/, /files/ENCFF642NHF/, /files/ENCFF643OCI/, /files/ENCFF643PJM/, /files/ENCFF660NKL/, /files/ENCFF668LQF/, /files/ENCFF696OLX/, /files/ENCFF769KWF/, /files/ENCFF794JUL/, /files/ENCFF873ZZU/, /files/ENCFF878ZVK/, /files/ENCFF881MQW/	released				
